id,rf,norm_rf,weighted_rf,kf_score,n_tips,marker,method,runtime_seconds,gpu_memory_mb
4_100_tips,189.0,1.0,0.6523625726000001,0.0791414044680905,100,,FastME,0.4603898525238037,
9_100_tips,185.0,1.0,1.2805613825000002,0.1555574327789511,100,,FastME,0.4603898525238037,
2_100_tips,18.0,0.0927835051546391,1.849331791,0.5992209809364759,100,,FastME,0.4603898525238037,
1_100_tips,192.0,1.0,6.716847844799998,0.9848355047202796,100,,FastME,0.4603898525238037,
19_100_tips,193.0,1.0,10.961739220999988,1.2980598328264383,100,,FastME,0.4603898525238037,
13_100_tips,186.0,1.0,1.3886285948999997,0.213407495031635,100,,FastME,0.4603898525238037,
10_100_tips,188.0,1.0,3.3992151566,0.4343693409164144,100,,FastME,0.4603898525238037,
0_100_tips,18.0,0.0927835051546391,3.473374465,0.6148922310039446,100,,FastME,0.4603898525238037,
15_100_tips,148.0,1.0,0.396300033078,0.091239387986249,100,,FastME,0.4603898525238037,
12_100_tips,193.0,1.0,4.643842991999998,0.5570228068687731,100,,FastME,0.4603898525238037,
7_100_tips,186.0,1.0,1.6169216383000005,0.2053834020624926,100,,FastME,0.4603898525238037,
2_200_tips,84.0,0.2131979695431472,1.6326297160000007,0.1742024594945692,200,,Phyloformer,,
12_200_tips,78.0,0.1979695431472081,1.31137380862,0.1470562464279831,200,,Phyloformer,,
10_200_tips,78.0,0.1979695431472081,2.165410529900001,0.2774868897030023,200,,Phyloformer,,
17_200_tips,84.0,0.2131979695431472,1.8922535488,0.202416757849096,200,,Phyloformer,,
4_200_tips,104.0,0.2639593908629442,1.4977033549500012,0.1904036974276441,200,,Phyloformer,,
5_200_tips,224.0,0.5685279187817259,0.4944091910800002,0.0601814328897262,200,,Phyloformer,,
1_200_tips,78.0,0.1979695431472081,1.9177265573,0.2390241224575225,200,,Phyloformer,,
9_200_tips,336.0,0.8527918781725888,0.10007734034,0.0120296478007718,200,,Phyloformer,,
13_200_tips,282.0,0.7157360406091371,0.1851880206429998,0.0217942927764251,200,,Phyloformer,,
